week_start_date,sku_id,product_family,demand_qty,future_4wk_avg_demand,unit_cost,on_hand_qty,supplier_id,lead_time_days,stockout_flag
2025-11-10,CB-1037,Trip Unit,55.0,57.5,81.69,125,SUP-101,21,0
2025-03-10,CB-1030,Terminal Block,140.0,138.5,12.85,204,SUP-106,21,0
2025-05-19,CB-1039,Contact Assembly,53.0,51.2,18.06,68,SUP-103,28,0
2025-11-10,CB-1192,Molded Case,51.0,52.8,75.6,51,SUP-100,21,0
2025-03-17,CB-1133,Trip Unit,33.0,37.0,125.83,93,SUP-101,7,0
2025-02-03,CB-1125,Trip Unit,73.0,82.2,43.78,198,SUP-105,7,0
2025-11-10,CB-1118,Terminal Block,105.0,107.5,152.23,187,SUP-110,7,0
2024-10-21,CB-1039,Contact Assembly,35.0,25.5,18.06,189,SUP-103,28,0
2024-09-09,CB-1114,Terminal Block,39.0,37.8,103.89,75,SUP-106,14,0
2025-03-03,CB-1146,Terminal Block,108.0,118.8,119.27,357,SUP-102,7,0
2025-02-03,CB-1067,Contact Assembly,106.0,100.5,145.96,24,SUP-107,14,0
2024-05-06,CB-1179,Contact Assembly,46.0,38.2,111.05,106,SUP-111,28,0
2025-05-05,CB-1054,Terminal Block,156.0,160.2,107.39,0,SUP-106,42,1
2024-09-02,CB-1082,Terminal Block,57.0,59.8,4.97,211,SUP-110,42,0
2024-10-07,CB-1063,Contact Assembly,44.0,22.5,119.55,41,SUP-103,7,0
2025-09-01,CB-1017,Trip Unit,45.0,49.5,126.8,98,SUP-105,7,0
2024-02-05,CB-1170,Terminal Block,102.0,91.2,110.05,116,SUP-102,7,0
2024-08-05,CB-1012,Molded Case,113.0,107.5,123.74,245,SUP-100,21,0
2024-05-06,CB-1168,Molded Case,78.0,69.2,164.14,179,SUP-100,7,0
2025-03-31,CB-1176,Molded Case,87.0,57.5,114.33,64,SUP-108,7,0
2025-09-08,CB-1028,Molded Case,105.0,101.0,80.02,281,SUP-104,28,0
2024-12-09,CB-1150,Terminal Block,97.0,86.8,30.48,356,SUP-106,14,0
2024-01-29,CB-1011,Contact Assembly,147.0,122.8,10.28,225,SUP-111,21,0
2024-06-17,CB-1032,Molded Case,60.0,57.8,141.64,130,SUP-108,14,0
2024-12-16,CB-1149,Trip Unit,0.0,0.0,67.14,57,SUP-105,28,0
2024-08-05,CB-1197,Trip Unit,44.0,45.8,118.31,124,SUP-105,28,0
2024-02-05,CB-1064,Molded Case,96.0,78.5,138.93,16,SUP-104,14,0
2024-07-08,CB-1096,Molded Case,44.0,45.0,21.87,48,SUP-100,21,0
2024-05-13,CB-1066,Terminal Block,53.0,51.8,100.99,30,SUP-106,42,0
2025-12-01,CB-1066,Terminal Block,47.0,47.0,100.99,146,SUP-106,42,0
2025-03-31,CB-1019,Contact Assembly,0.0,0.0,53.68,100,SUP-107,42,0
2025-06-23,CB-1088,Molded Case,0.0,0.0,73.07,30,SUP-104,7,0
2024-03-11,CB-1193,Trip Unit,73.0,76.2,106.92,184,SUP-101,42,0
2024-03-11,CB-1031,Contact Assembly,59.0,60.0,119.99,163,SUP-107,42,0
2025-02-10,CB-1115,Contact Assembly,73.0,69.0,68.82,160,SUP-107,14,0
2025-12-01,CB-1036,Molded Case,54.0,53.5,91.44,185,SUP-100,35,0
2025-01-27,CB-1114,Terminal Block,56.0,54.8,103.89,21,SUP-106,14,0
2025-03-31,CB-1130,Terminal Block,23.0,29.5,153.12,67,SUP-110,21,0
2024-06-24,CB-1143,Contact Assembly,27.0,28.5,144.37,139,SUP-111,35,0
2024-09-02,CB-1016,Molded Case,92.0,89.8,121.39,431,SUP-104,7,0
2025-05-19,CB-1103,Contact Assembly,104.0,82.2,21.19,6,SUP-107,42,0
2025-04-07,CB-1079,Contact Assembly,51.0,58.2,157.73,31,SUP-107,21,0
2025-07-28,CB-1082,Terminal Block,70.0,75.0,4.97,8,SUP-110,42,0
2024-12-02,CB-1020,Molded Case,51.0,37.5,27.31,60,SUP-108,21,0
2025-04-14,CB-1136,Molded Case,95.0,101.8,168.63,245,SUP-104,7,0
2024-01-29,CB-1145,Trip Unit,39.0,9.8,23.29,0,SUP-101,42,1
2024-04-15,CB-1038,Terminal Block,60.0,57.5,56.02,43,SUP-102,35,0
2025-09-22,CB-1021,Trip Unit,67.0,64.2,142.18,248,SUP-109,35,0
2025-10-20,CB-1167,Contact Assembly,41.0,45.8,140.38,61,SUP-111,21,0
2024-09-09,CB-1170,Terminal Block,87.0,75.5,110.05,223,SUP-102,7,0
2024-08-05,CB-1192,Molded Case,46.0,41.8,75.6,202,SUP-100,21,0
2024-09-23,CB-1147,Contact Assembly,38.0,36.5,121.64,177,SUP-103,42,0
2024-09-16,CB-1182,Terminal Block,76.0,75.2,18.78,418,SUP-102,42,0
2025-09-01,CB-1189,Trip Unit,78.0,81.2,23.66,283,SUP-109,42,0
2024-09-16,CB-1039,Contact Assembly,36.0,37.8,18.06,21,SUP-103,28,0
2024-08-12,CB-1199,Contact Assembly,20.0,17.5,113.62,55,SUP-107,14,0
2025-03-31,CB-1071,Contact Assembly,133.0,125.2,178.65,220,SUP-111,14,0
2025-01-13,CB-1170,Terminal Block,110.0,111.0,110.05,305,SUP-102,7,0
2024-08-12,CB-1107,Contact Assembly,87.0,93.0,29.77,123,SUP-111,7,0
2025-06-02,CB-1154,Terminal Block,154.0,125.0,69.3,0,SUP-110,42,1
2024-05-13,CB-1047,Contact Assembly,0.0,15.0,130.2,24,SUP-111,7,0
2025-09-15,CB-1102,Terminal Block,63.0,67.0,44.51,375,SUP-106,42,0
2024-05-20,CB-1040,Molded Case,70.0,73.5,173.24,21,SUP-104,21,0
2024-08-19,CB-1032,Molded Case,41.0,45.0,141.64,58,SUP-108,14,0
2024-10-14,CB-1061,Trip Unit,0.0,5.0,27.39,25,SUP-101,7,0
2024-03-25,CB-1009,Trip Unit,50.0,12.5,174.8,8,SUP-109,35,0
2025-01-13,CB-1156,Molded Case,61.0,53.8,153.47,30,SUP-100,35,0
2025-06-02,CB-1059,Contact Assembly,76.0,79.2,94.92,189,SUP-111,42,0
2025-08-11,CB-1029,Trip Unit,77.0,78.5,153.98,290,SUP-105,14,0
2025-09-08,CB-1078,Terminal Block,0.0,11.0,29.71,63,SUP-106,14,0
2025-04-28,CB-1154,Terminal Block,111.0,97.2,69.3,140,SUP-110,42,0
2024-02-26,CB-1127,Contact Assembly,69.0,68.8,124.22,187,SUP-107,21,0
2024-01-08,CB-1050,Terminal Block,27.0,54.0,9.89,149,SUP-102,28,0
2025-09-22,CB-1005,Trip Unit,48.0,52.0,116.79,225,SUP-105,14,0
2024-01-08,CB-1036,Molded Case,51.0,53.5,91.44,67,SUP-100,35,0
2025-05-19,CB-1055,Contact Assembly,111.0,111.2,88.11,0,SUP-107,7,0
2025-03-31,CB-1183,Contact Assembly,102.0,104.8,83.89,164,SUP-103,21,0
2025-09-29,CB-1043,Contact Assembly,18.0,30.5,50.82,45,SUP-107,35,0
2024-09-23,CB-1076,Molded Case,43.0,35.5,49.09,390,SUP-104,21,0
2024-01-15,CB-1035,Contact Assembly,123.0,128.3,84.48,125,SUP-111,35,0
2025-06-02,CB-1038,Terminal Block,71.0,68.8,56.02,155,SUP-102,35,0
2025-03-10,CB-1098,Terminal Block,54.0,63.0,110.07,3,SUP-102,35,0
2025-01-20,CB-1023,Contact Assembly,0.0,5.8,103.45,41,SUP-111,28,0
2024-07-01,CB-1004,Molded Case,122.0,124.2,82.44,105,SUP-104,35,0
2025-06-09,CB-1153,Trip Unit,61.0,47.8,141.0,137,SUP-109,42,0
2024-11-25,CB-1059,Contact Assembly,61.0,58.2,94.92,268,SUP-111,42,0
2024-07-08,CB-1144,Molded Case,25.0,29.2,108.93,104,SUP-100,35,0
2025-12-08,CB-1110,Terminal Block,145.0,121.8,123.33,148,SUP-102,14,0
2024-09-23,CB-1082,Terminal Block,50.0,57.5,4.97,350,SUP-110,42,0
2025-03-10,CB-1122,Terminal Block,38.0,62.8,154.72,221,SUP-102,7,0
2025-04-21,CB-1020,Molded Case,102.0,67.5,27.31,0,SUP-108,21,1
2025-05-05,CB-1157,Trip Unit,64.0,45.8,106.92,118,SUP-101,7,0
2024-08-19,CB-1180,Molded Case,61.0,67.5,111.89,379,SUP-100,42,0
2024-07-15,CB-1046,Terminal Block,75.0,65.5,33.88,123,SUP-110,14,0
2024-09-30,CB-1163,Contact Assembly,0.0,8.8,151.05,53,SUP-107,35,0
2025-09-22,CB-1186,Terminal Block,74.0,76.5,105.1,217,SUP-106,7,0
2025-06-23,CB-1109,Trip Unit,44.0,49.5,11.98,130,SUP-101,14,0
2024-01-01,CB-1066,Terminal Block,43.0,38.0,100.99,137,SUP-106,42,0
2025-02-03,CB-1197,Trip Unit,67.0,53.5,118.31,16,SUP-105,28,0
2024-04-22,CB-1012,Molded Case,142.0,149.2,123.74,130,SUP-100,21,0
2024-04-08,CB-1025,Trip Unit,120.0,118.5,102.83,53,SUP-101,28,0
2025-10-13,CB-1024,Molded Case,52.0,49.2,22.83,113,SUP-100,21,0
2024-12-16,CB-1060,Molded Case,71.0,74.8,6.34,198,SUP-100,14,0
2024-09-02,CB-1005,Trip Unit,47.0,47.0,116.79,232,SUP-105,14,0
2025-12-22,CB-1175,Contact Assembly,70.0,68.7,92.05,261,SUP-107,7,0
2025-09-29,CB-1169,Trip Unit,35.0,44.8,3.46,278,SUP-101,42,0
2024-02-12,CB-1048,Molded Case,70.0,70.0,113.85,387,SUP-100,35,0
2025-05-05,CB-1058,Terminal Block,28.0,26.0,86.54,2,SUP-110,21,0
2024-06-10,CB-1032,Molded Case,76.0,60.2,141.64,190,SUP-108,14,0
2024-06-03,CB-1184,Molded Case,0.0,2.5,115.46,51,SUP-104,42,0
2025-04-21,CB-1183,Contact Assembly,102.0,105.2,83.89,226,SUP-103,21,0
2025-10-20,CB-1036,Molded Case,44.0,47.0,91.44,270,SUP-100,35,0
2025-06-09,CB-1198,Terminal Block,153.0,143.8,142.27,0,SUP-106,28,1
2024-11-11,CB-1051,Contact Assembly,29.0,24.2,28.15,6,SUP-103,14,0
2024-03-18,CB-1167,Contact Assembly,45.0,53.5,140.38,153,SUP-111,21,0
2024-11-11,CB-1036,Molded Case,54.0,47.0,91.44,101,SUP-100,35,0
2025-09-29,CB-1121,Trip Unit,0.0,14.0,97.65,18,SUP-101,35,0
2024-03-25,CB-1079,Contact Assembly,52.0,53.2,157.73,57,SUP-107,21,0
2025-08-04,CB-1018,Terminal Block,110.0,108.0,150.23,226,SUP-106,35,0
2024-10-14,CB-1040,Molded Case,47.0,46.8,173.24,178,SUP-104,21,0
2024-11-18,CB-1091,Contact Assembly,0.0,5.5,101.05,44,SUP-107,21,0
2024-11-18,CB-1036,Molded Case,44.0,47.8,91.44,282,SUP-100,35,0
2025-02-24,CB-1034,Terminal Block,117.0,104.8,6.53,0,SUP-110,21,1
2024-07-22,CB-1020,Molded Case,26.0,39.2,27.31,186,SUP-108,21,0
2024-07-29,CB-1177,Trip Unit,0.0,1.8,132.9,25,SUP-109,21,0
2025-01-27,CB-1036,Molded Case,63.0,63.8,91.44,170,SUP-100,35,0
2025-12-22,CB-1113,Trip Unit,129.0,126.7,44.52,499,SUP-105,21,0
2024-06-17,CB-1043,Contact Assembly,44.0,42.0,50.82,120,SUP-107,35,0
2024-04-22,CB-1129,Trip Unit,40.0,10.0,60.78,52,SUP-109,42,0
2025-10-13,CB-1042,Terminal Block,20.0,5.0,140.73,16,SUP-106,35,0
2025-09-22,CB-1037,Trip Unit,48.0,53.2,81.69,250,SUP-101,21,0
2024-02-19,CB-1002,Terminal Block,70.0,54.0,19.22,185,SUP-102,21,0
2025-10-20,CB-1083,Contact Assembly,81.0,77.8,122.78,263,SUP-111,14,0
2024-09-16,CB-1177,Trip Unit,0.0,0.0,132.9,48,SUP-109,21,0
2025-06-16,CB-1088,Molded Case,0.0,3.5,73.07,30,SUP-104,7,0
2025-09-15,CB-1040,Molded Case,48.0,52.5,173.24,306,SUP-104,21,0
2024-05-20,CB-1034,Terminal Block,105.0,98.8,6.53,38,SUP-110,21,0
2025-10-06,CB-1008,Molded Case,0.0,4.2,114.62,76,SUP-108,28,0
2024-12-23,CB-1125,Trip Unit,79.0,64.2,43.78,100,SUP-105,7,0
2024-01-15,CB-1025,Trip Unit,29.0,52.0,102.83,78,SUP-101,28,0
2024-01-29,CB-1106,Terminal Block,63.0,65.0,165.97,0,SUP-110,35,1
2025-06-16,CB-1047,Contact Assembly,0.0,0.0,130.2,24,SUP-111,7,0
2024-10-28,CB-1014,Terminal Block,70.0,74.0,85.85,366,SUP-102,42,0
2025-02-17,CB-1135,Contact Assembly,35.0,44.2,131.31,155,SUP-103,28,0
2025-02-03,CB-1148,Molded Case,63.0,60.8,161.96,99,SUP-104,35,0
2024-11-25,CB-1067,Contact Assembly,66.0,70.2,145.96,205,SUP-107,14,0
2025-07-14,CB-1132,Molded Case,74.0,62.5,53.65,149,SUP-100,35,0
2025-05-12,CB-1036,Molded Case,69.0,71.2,91.44,91,SUP-100,35,0
2024-03-04,CB-1142,Terminal Block,44.0,68.5,85.21,114,SUP-110,14,0
2024-11-04,CB-1166,Terminal Block,40.0,10.0,7.65,21,SUP-110,28,0
2024-07-15,CB-1054,Terminal Block,103.0,109.0,107.39,551,SUP-106,42,0
2024-06-03,CB-1069,Trip Unit,140.0,134.2,47.93,483,SUP-109,28,0
2024-01-01,CB-1081,Trip Unit,0.0,0.0,91.38,3,SUP-109,14,0
2024-09-16,CB-1196,Molded Case,60.0,91.2,102.92,236,SUP-104,21,0
2024-07-29,CB-1150,Terminal Block,78.0,84.0,30.48,260,SUP-106,14,0
2024-04-29,CB-1176,Molded Case,66.0,43.8,114.33,103,SUP-108,7,0
2024-09-30,CB-1172,Molded Case,91.0,88.5,144.67,555,SUP-104,14,0
2024-11-25,CB-1192,Molded Case,36.0,32.0,75.6,201,SUP-100,21,0
2024-02-05,CB-1171,Contact Assembly,0.0,0.0,153.27,0,SUP-103,42,0
2025-03-24,CB-1178,Terminal Block,137.0,130.0,50.56,341,SUP-110,7,0
2025-10-27,CB-1136,Molded Case,70.0,67.8,168.63,200,SUP-104,7,0
2024-02-19,CB-1142,Terminal Block,75.0,72.5,85.21,227,SUP-110,14,0
2024-01-29,CB-1179,Contact Assembly,21.0,47.0,111.05,193,SUP-111,28,0
2024-08-19,CB-1121,Trip Unit,0.0,5.8,97.65,56,SUP-101,35,0
2024-07-22,CB-1117,Trip Unit,0.0,0.0,166.66,27,SUP-109,7,0
2024-02-19,CB-1006,Terminal Block,0.0,13.8,81.21,0,SUP-106,42,0
2024-01-01,CB-1154,Terminal Block,53.0,88.0,69.3,147,SUP-110,42,0
2024-09-02,CB-1126,Terminal Block,89.0,96.2,67.53,373,SUP-106,21,0
2024-09-23,CB-1199,Contact Assembly,12.0,15.8,113.62,73,SUP-107,14,0
2025-08-11,CB-1075,Contact Assembly,45.0,62.5,19.27,217,SUP-103,21,0
2024-03-18,CB-1151,Contact Assembly,105.0,104.5,80.23,326,SUP-107,7,0
2024-03-25,CB-1054,Terminal Block,138.0,140.2,107.39,75,SUP-106,42,0
2024-12-23,CB-1100,Molded Case,120.0,119.0,78.09,309,SUP-104,28,0
2025-02-24,CB-1094,Terminal Block,99.0,62.5,168.11,82,SUP-110,21,0
2024-01-01,CB-1156,Molded Case,44.0,50.0,153.47,87,SUP-100,35,0
2025-03-03,CB-1198,Terminal Block,150.0,159.8,142.27,31,SUP-106,28,0
2025-08-25,CB-1176,Molded Case,32.0,41.2,114.33,79,SUP-108,7,0
2025-11-24,CB-1189,Trip Unit,95.0,94.5,23.66,468,SUP-109,42,0
2025-01-13,CB-1040,Molded Case,69.0,73.0,173.24,193,SUP-104,21,0
2024-06-10,CB-1163,Contact Assembly,0.0,0.0,151.05,88,SUP-107,35,0
2024-04-08,CB-1108,Molded Case,113.0,122.5,6.25,408,SUP-100,14,0
2025-02-24,CB-1044,Molded Case,100.0,111.0,162.71,37,SUP-108,21,0
2024-01-29,CB-1103,Contact Assembly,77.0,80.2,21.19,0,SUP-107,42,1
2024-12-23,CB-1109,Trip Unit,46.0,46.2,11.98,96,SUP-101,14,0
2025-08-11,CB-1102,Terminal Block,60.0,69.0,44.51,94,SUP-106,42,0
2024-05-27,CB-1096,Molded Case,57.0,56.8,21.87,144,SUP-100,21,0
2024-03-11,CB-1083,Contact Assembly,119.0,106.8,122.78,272,SUP-111,14,0
2025-06-16,CB-1133,Trip Unit,38.0,35.2,125.83,66,SUP-101,7,0
2024-02-19,CB-1115,Contact Assembly,64.0,64.5,68.82,194,SUP-107,14,0
2024-07-15,CB-1075,Contact Assembly,134.0,83.0,19.27,57,SUP-103,21,0
2025-08-04,CB-1138,Terminal Block,50.0,49.8,141.42,199,SUP-106,42,0
2025-09-08,CB-1054,Terminal Block,112.0,111.2,107.39,252,SUP-106,42,0
2025-12-01,CB-1163,Contact Assembly,0.0,0.0,151.05,42,SUP-107,35,0
2024-11-25,CB-1036,Molded Case,47.0,48.0,91.44,235,SUP-100,35,0
2024-05-06,CB-1060,Molded Case,95.0,93.0,6.34,209,SUP-100,14,0
2025-03-03,CB-1048,Molded Case,75.0,77.8,113.85,67,SUP-100,35,0
2025-07-28,CB-1052,Molded Case,79.0,78.5,106.81,163,SUP-104,14,0
2025-07-21,CB-1108,Molded Case,107.0,105.2,6.25,352,SUP-100,14,0
2025-11-17,CB-1082,Terminal Block,79.0,78.5,4.97,164,SUP-110,42,0
2024-04-01,CB-1151,Contact Assembly,122.0,106.0,80.23,115,SUP-107,7,0
2024-03-18,CB-1110,Terminal Block,83.0,107.0,123.33,346,SUP-102,14,0
2024-01-08,CB-1020,Molded Case,59.0,46.5,27.31,24,SUP-108,21,0
2025-02-03,CB-1196,Molded Case,99.0,124.0,102.92,19,SUP-104,21,0
2025-09-01,CB-1015,Contact Assembly,114.0,109.2,86.94,312,SUP-103,21,0
2024-11-04,CB-1018,Terminal Block,88.0,93.5,150.23,374,SUP-106,35,0
2024-08-26,CB-1045,Trip Unit,21.0,44.0,56.81,185,SUP-109,35,0
2025-10-13,CB-1191,Contact Assembly,100.0,98.0,110.95,333,SUP-111,28,0
2025-09-01,CB-1128,Molded Case,65.0,67.5,170.92,220,SUP-108,21,0
2024-11-11,CB-1195,Contact Assembly,88.0,85.2,42.54,414,SUP-103,21,0
2025-10-06,CB-1006,Terminal Block,28.0,7.0,81.21,67,SUP-106,42,0
2025-11-10,CB-1043,Contact Assembly,29.0,32.0,50.82,109,SUP-107,35,0
2024-07-08,CB-1012,Molded Case,128.0,126.0,123.74,186,SUP-100,21,0
2025-12-08,CB-1149,Trip Unit,57.0,19.2,67.14,8,SUP-105,28,0
2024-04-15,CB-1086,Terminal Block,0.0,9.8,129.48,59,SUP-102,28,0
2025-10-13,CB-1087,Contact Assembly,75.0,48.0,24.47,305,SUP-103,35,0
2025-06-02,CB-1100,Molded Case,152.0,141.8,78.09,62,SUP-104,28,0
2025-09-29,CB-1116,Molded Case,19.0,49.0,20.55,182,SUP-108,7,0
2024-10-28,CB-1075,Contact Assembly,82.0,70.2,19.27,390,SUP-103,21,0
2024-02-19,CB-1170,Terminal Block,119.0,107.8,110.05,315,SUP-102,7,0
2025-03-03,CB-1038,Terminal Block,68.0,68.0,56.02,91,SUP-102,35,0
2024-03-18,CB-1188,Molded Case,102.0,95.5,92.73,353,SUP-108,28,0
2024-09-09,CB-1051,Contact Assembly,18.0,18.0,28.15,102,SUP-103,14,0
2024-09-09,CB-1193,Trip Unit,58.0,57.2,106.92,370,SUP-101,42,0
2024-08-19,CB-1081,Trip Unit,52.0,26.5,91.38,0,SUP-109,14,1
2025-03-31,CB-1196,Molded Case,96.0,145.8,102.92,55,SUP-104,21,0
2024-03-11,CB-1070,Terminal Block,0.0,0.0,31.72,42,SUP-110,28,0
2024-09-02,CB-1185,Trip Unit,66.0,58.2,170.42,305,SUP-105,21,0
2024-06-24,CB-1057,Trip Unit,36.0,33.5,168.96,96,SUP-109,35,0
2025-09-15,CB-1066,Terminal Block,38.0,40.8,100.99,232,SUP-106,42,0
2025-05-19,CB-1113,Trip Unit,152.0,155.8,44.52,197,SUP-105,21,0
2025-01-20,CB-1151,Contact Assembly,100.0,103.5,80.23,296,SUP-107,7,0
2025-02-17,CB-1142,Terminal Block,64.0,86.0,85.21,225,SUP-110,14,0
2024-01-15,CB-1030,Terminal Block,93.0,96.7,12.85,110,SUP-106,21,0
2025-05-05,CB-1092,Molded Case,44.0,43.2,21.3,22,SUP-108,7,0
2025-07-07,CB-1016,Molded Case,91.0,107.2,121.39,221,SUP-104,7,0
2024-02-12,CB-1095,Contact Assembly,60.0,27.5,141.8,0,SUP-111,21,1
2024-07-29,CB-1107,Contact Assembly,97.0,95.5,29.77,301,SUP-111,7,0
2025-12-22,CB-1076,Molded Case,38.0,65.0,49.09,304,SUP-104,21,0
2024-04-08,CB-1076,Molded Case,95.0,111.8,49.09,112,SUP-104,21,0
2025-01-06,CB-1080,Molded Case,48.0,54.2,57.58,100,SUP-108,28,0
2024-01-01,CB-1008,Molded Case,0.0,0.0,114.62,36,SUP-108,28,0
2024-02-19,CB-1059,Contact Assembly,72.0,67.0,94.92,393,SUP-111,42,0
2024-09-09,CB-1196,Molded Case,88.0,84.8,102.92,296,SUP-104,21,0
2024-03-18,CB-1148,Molded Case,64.0,59.0,161.96,30,SUP-104,35,0
2025-09-22,CB-1101,Trip Unit,63.0,52.0,83.07,195,SUP-105,42,0
2025-04-28,CB-1165,Trip Unit,51.0,90.8,18.55,119,SUP-109,7,0
2025-09-01,CB-1099,Contact Assembly,0.0,0.0,75.73,23,SUP-103,35,0
2025-04-07,CB-1171,Contact Assembly,0.0,0.0,153.27,81,SUP-103,42,0
2025-04-28,CB-1080,Molded Case,72.0,71.2,57.58,0,SUP-108,28,1
2024-05-20,CB-1162,Terminal Block,132.0,128.8,179.47,446,SUP-106,42,0
2025-12-15,CB-1198,Terminal Block,122.0,128.8,142.27,420,SUP-106,28,0
2025-08-11,CB-1100,Molded Case,97.0,104.8,78.09,326,SUP-104,28,0
2024-02-12,CB-1167,Contact Assembly,53.0,51.2,140.38,28,SUP-111,21,0
2025-07-14,CB-1077,Trip Unit,0.0,14.8,24.29,84,SUP-105,42,0
2025-05-05,CB-1027,Contact Assembly,89.0,77.0,56.45,93,SUP-103,7,0
2025-10-06,CB-1160,Molded Case,63.0,49.5,81.01,269,SUP-104,35,0
2025-12-15,CB-1007,Contact Assembly,127.0,121.8,13.83,37,SUP-107,7,0
2025-07-07,CB-1181,Trip Unit,88.0,81.0,128.45,86,SUP-101,14,0
2025-09-15,CB-1113,Trip Unit,114.0,113.8,44.52,52,SUP-105,21,0
2024-12-09,CB-1007,Contact Assembly,128.0,121.5,13.83,59,SUP-107,7,0
2024-12-30,CB-1163,Contact Assembly,0.0,0.0,151.05,55,SUP-107,35,0
2024-04-08,CB-1034,Terminal Block,102.0,98.8,6.53,296,SUP-110,21,0
2024-12-09,CB-1182,Terminal Block,101.0,92.0,18.78,268,SUP-102,42,0
2024-09-09,CB-1087,Contact Assembly,27.0,36.5,24.47,326,SUP-103,35,0
2024-01-22,CB-1090,Terminal Block,0.0,11.2,53.34,30,SUP-106,21,0
2024-04-08,CB-1145,Trip Unit,47.0,11.8,23.29,0,SUP-101,42,1
2025-08-18,CB-1096,Molded Case,45.0,46.0,21.87,185,SUP-100,21,0
2024-11-11,CB-1188,Molded Case,76.0,74.0,92.73,101,SUP-108,28,0
2025-07-14,CB-1046,Terminal Block,58.0,49.0,33.88,111,SUP-110,14,0
2024-05-20,CB-1076,Molded Case,36.0,61.5,49.09,271,SUP-104,21,0
2025-08-11,CB-1020,Molded Case,53.0,33.5,27.31,92,SUP-108,21,0
2024-03-18,CB-1111,Contact Assembly,135.0,123.5,92.05,32,SUP-103,35,0
2024-04-22,CB-1036,Molded Case,65.0,62.0,91.44,160,SUP-100,35,0
2025-12-15,CB-1116,Molded Case,80.0,70.5,20.55,29,SUP-108,7,0
2025-03-10,CB-1136,Molded Case,88.0,91.8,168.63,136,SUP-104,7,0
2025-05-12,CB-1143,Contact Assembly,54.0,59.8,144.37,0,SUP-111,35,1
2024-06-10,CB-1039,Contact Assembly,48.0,43.5,18.06,102,SUP-103,28,0
2024-09-16,CB-1004,Molded Case,97.0,97.8,82.44,559,SUP-104,35,0
2024-01-29,CB-1113,Trip Unit,137.0,121.8,44.52,322,SUP-105,21,0
2025-01-27,CB-1093,Trip Unit,80.0,82.2,174.01,231,SUP-109,35,0
2024-04-29,CB-1005,Trip Unit,70.0,66.8,116.79,18,SUP-105,14,0
2025-09-15,CB-1046,Terminal Block,45.0,39.0,33.88,88,SUP-110,14,0
2024-07-29,CB-1021,Trip Unit,75.0,66.0,142.18,59,SUP-109,35,0
2024-12-30,CB-1110,Terminal Block,118.0,72.5,123.33,375,SUP-102,14,0
2024-01-15,CB-1105,Trip Unit,74.0,80.0,57.58,80,SUP-109,14,0
2025-02-10,CB-1056,Molded Case,37.0,9.2,17.18,0,SUP-108,42,1
2025-01-06,CB-1116,Molded Case,81.0,74.0,20.55,60,SUP-108,7,0
2025-12-22,CB-1023,Contact Assembly,45.0,17.7,103.45,12,SUP-111,28,0
2025-05-12,CB-1180,Molded Case,100.0,113.8,111.89,0,SUP-100,42,1
2025-03-03,CB-1025,Trip Unit,88.0,139.5,102.83,267,SUP-101,28,0
2024-08-12,CB-1013,Trip Unit,40.0,68.0,60.33,234,SUP-101,21,0
2025-07-07,CB-1116,Molded Case,15.0,49.5,20.55,238,SUP-108,7,0
2024-05-20,CB-1186,Terminal Block,91.0,108.0,105.1,319,SUP-106,7,0
2024-11-11,CB-1178,Terminal Block,70.0,71.2,50.56,70,SUP-110,7,0
2025-11-17,CB-1196,Molded Case,114.0,82.8,102.92,50,SUP-104,21,0
2025-04-14,CB-1175,Contact Assembly,83.0,82.2,92.05,224,SUP-107,7,0
2025-07-07,CB-1173,Trip Unit,15.0,3.8,126.42,59,SUP-105,7,0
2024-02-19,CB-1100,Molded Case,136.0,130.2,78.09,451,SUP-104,28,0
2024-10-28,CB-1111,Contact Assembly,92.0,86.5,92.05,312,SUP-103,35,0
2024-02-12,CB-1149,Trip Unit,0.0,12.8,67.14,33,SUP-105,28,0
2025-02-24,CB-1114,Terminal Block,55.0,54.2,103.89,179,SUP-106,14,0
2024-07-29,CB-1016,Molded Case,77.0,95.0,121.39,431,SUP-104,7,0
2025-01-27,CB-1127,Contact Assembly,71.0,68.2,124.22,81,SUP-107,21,0
2025-06-02,CB-1170,Terminal Block,126.0,115.2,110.05,249,SUP-102,7,0
2025-09-22,CB-1043,Contact Assembly,31.0,32.0,50.82,63,SUP-107,35,0
2024-02-26,CB-1056,Molded Case,0.0,0.0,17.18,39,SUP-108,42,0
2024-06-17,CB-1177,Trip Unit,11.0,17.0,132.9,0,SUP-109,21,1
2024-06-17,CB-1028,Molded Case,104.0,117.8,80.02,120,SUP-104,28,0
2025-06-09,CB-1027,Contact Assembly,67.0,88.8,56.45,272,SUP-103,7,0
2025-06-16,CB-1054,Terminal Block,139.0,135.8,107.39,212,SUP-106,42,0
2025-09-15,CB-1104,Molded Case,103.0,108.5,108.01,500,SUP-108,35,0
2025-03-17,CB-1071,Contact Assembly,122.0,127.8,178.65,86,SUP-111,14,0
2024-12-02,CB-1036,Molded Case,47.0,47.5,91.44,188,SUP-100,35,0
2025-11-24,CB-1064,Molded Case,86.0,67.2,138.93,259,SUP-104,14,0
2025-10-13,CB-1016,Molded Case,92.0,95.5,121.39,149,SUP-104,7,0
2025-11-03,CB-1023,Contact Assembly,53.0,13.2,103.45,17,SUP-111,28,0
2024-05-06,CB-1018,Terminal Block,120.0,125.8,150.23,82,SUP-106,35,0
