sku_id,product_family,n_weeks,total_demand,mean_demand,std_demand,pct_zero_weeks,stockout_rate,latest_on_hand,adi,cv2,sb_class,nz_mean,nz_std,latest_lead_time_days,latest_supplier_id,latest_unit_cost,inventory_value,weeks_of_supply,paradox_tag
CB-1114,Terminal Block,104,4958.0,47.67307692307692,8.482354394370427,0.0,0.019230769230769232,158,1.0,0.03135381171180393,Smooth,47.67307692307692,8.482354394370427,14,SUP-106,103.89,16414.62,3.3142396127470755,Reasonably balanced
CB-1115,Contact Assembly,104,6034.0,58.01923076923077,10.582987602137933,0.0,0.028846153846153848,231,1.0,0.03295160151473987,Smooth,58.01923076923077,10.582987602137933,14,SUP-107,68.82,15897.419999999998,3.981438515081207,Reasonably balanced
CB-1116,Molded Case,104,5780.0,55.57692307692308,24.560483023812004,0.9615384615384616,0.0,178,1.0097087378640777,0.18193921289256584,Smooth,56.116504854368934,24.053168626971484,7,SUP-108,20.55,3657.9,3.202768166089965,Reasonably balanced
CB-1117,Trip Unit,104,678.0,6.519230769230769,14.793058441151233,81.73076923076923,0.10576923076923077,30,5.473684210526316,0.11433071414275899,Intermittent,35.68421052631579,12.396471861779183,7,SUP-109,166.66,4999.8,4.601769911504425,Reasonably balanced
CB-1118,Terminal Block,104,12606.0,121.21153846153847,21.517512884089395,0.0,0.0,390,1.0,0.031210455124771667,Smooth,121.21153846153847,21.517512884089395,7,SUP-110,152.23,59369.7,3.2175154688243692,Reasonably balanced
CB-1119,Contact Assembly,104,852.0,8.192307692307692,17.332878529488358,76.92307692307693,0.08653846153846154,19,4.333333333333333,0.2538517489916022,Intermittent,35.5,18.270908213784054,14,SUP-111,144.86,2752.34,2.31924882629108,Reasonably balanced
CB-1120,Molded Case,104,414.0,3.980769230769231,10.799119677561972,86.53846153846155,0.057692307692307696,17,7.428571428571429,0.11577866461294314,Intermittent,29.571428571428573,10.441885224085112,42,SUP-100,116.54,1981.18,4.270531400966184,Reasonably balanced
CB-1121,Trip Unit,104,995.0,9.567307692307692,17.02640121435453,71.15384615384616,0.0673076923076923,64,3.466666666666667,0.19327289714906187,Intermittent,33.166666666666664,14.83026572955439,35,SUP-101,97.65,6249.6,6.689447236180905,Overstocked / slow-moving
CB-1122,Terminal Block,104,6201.0,59.625,20.493990357582852,0.0,0.009615384615384616,205,1.0,0.11700385107291482,Smooth,59.625,20.493990357582852,7,SUP-102,154.72,31717.6,3.438155136268344,Reasonably balanced
CB-1123,Contact Assembly,104,6605.0,63.50961538461539,97.09518852549849,0.0,0.019230769230769232,163,1.0,2.314836591231954,Erratic,63.50961538461539,97.09518852549849,35,SUP-103,116.02,18911.26,2.5665404996214987,Reasonably balanced
CB-1124,Molded Case,104,10362.0,99.63461538461539,18.53784253023737,0.0,0.028846153846153848,28,1.0,0.03428481146183136,Smooth,99.63461538461539,18.53784253023737,21,SUP-104,27.31,764.68,0.28102682879752944,Reasonably balanced
CB-1125,Trip Unit,104,7500.0,72.11538461538461,30.15986778971939,0.0,0.0,290,1.0,0.1732235377777778,Smooth,72.11538461538461,30.15986778971939,7,SUP-105,43.78,12696.2,4.021333333333334,Reasonably balanced
CB-1126,Terminal Block,104,13121.0,126.16346153846153,23.78671840265988,0.0,0.009615384615384616,460,1.0,0.035205114042297266,Smooth,126.16346153846153,23.78671840265988,21,SUP-106,67.53,31063.8,3.646063562228489,Reasonably balanced
CB-1127,Contact Assembly,104,6995.0,67.25961538461539,11.720859500200927,0.0,0.009615384615384616,23,1.0,0.03007558242612793,Smooth,67.25961538461539,11.720859500200927,21,SUP-107,124.22,2857.06,0.34195854181558255,Reasonably balanced
CB-1128,Molded Case,104,7981.0,76.74038461538461,13.433037950832222,0.0,0.028846153846153848,54,1.0,0.030346207689949514,Smooth,76.74038461538461,13.433037950832222,21,SUP-108,170.92,9229.679999999998,0.7036712191454705,Reasonably balanced
CB-1129,Trip Unit,104,1166.0,11.211538461538462,18.107914418851447,67.3076923076923,0.038461538461538464,39,3.0588235294117645,0.17153247089490978,Intermittent,34.294117647058826,14.417013122685265,42,SUP-109,60.78,2370.42,3.478559176672384,Reasonably balanced
CB-1130,Terminal Block,104,2319.0,22.298076923076923,9.13850257293714,0.0,0.057692307692307696,106,1.0,0.1663485974925252,Smooth,22.298076923076923,9.13850257293714,21,SUP-110,153.12,16230.720000000001,4.753773178094006,Reasonably balanced
CB-1131,Contact Assembly,104,4108.0,39.5,14.568219167377247,0.0,0.028846153846153848,37,1.0,0.13471706950316148,Smooth,39.5,14.568219167377247,14,SUP-111,97.06,3591.2200000000003,0.9367088607594937,Reasonably balanced
CB-1132,Molded Case,104,6058.0,58.25,21.088693883423364,0.0,0.0673076923076923,85,1.0,0.1298109689312327,Smooth,58.25,21.088693883423364,35,SUP-100,53.65,4560.25,1.4592274678111588,Reasonably balanced
CB-1133,Trip Unit,104,3873.0,37.24038461538461,14.641008501729731,0.0,0.009615384615384616,45,1.0,0.15307968351472181,Smooth,37.24038461538461,14.641008501729731,7,SUP-101,125.83,5662.35,1.2083656080557708,Reasonably balanced
CB-1134,Terminal Block,104,966.0,9.288461538461538,18.19883335475751,76.92307692307693,0.125,1,4.333333333333333,0.10813626017514755,Intermittent,40.25,13.520515812131094,14,SUP-102,25.95,25.95,0.10766045548654245,Chronic stockouts
CB-1135,Contact Assembly,104,3789.5,36.4375,14.171742618145144,0.0,0.07692307692307693,0,1.0,0.14981429457626097,Smooth,36.4375,14.171742618145144,28,SUP-103,131.31,0.0,0.0,Reasonably balanced
CB-1136,Molded Case,104,7808.0,75.07692307692308,13.80213315980598,0.0,0.0,227,1.0,0.03347213240728299,Smooth,75.07692307692308,13.80213315980598,7,SUP-104,168.63,38279.01,3.0235655737704916,Reasonably balanced
CB-1137,Trip Unit,104,11767.0,113.14423076923077,21.12442026284685,0.0,0.08653846153846154,6,1.0,0.03452301008832809,Smooth,113.14423076923077,21.12442026284685,42,SUP-105,144.66,867.96,0.05302965921645279,Reasonably balanced
CB-1138,Terminal Block,104,6851.0,65.875,25.040428475815407,0.9615384615384616,0.08653846153846154,182,1.0097087378640777,0.13211077735072763,Smooth,66.51456310679612,24.29430017783559,42,SUP-106,141.42,25738.44,2.76280834914611,Reasonably balanced
CB-1139,Contact Assembly,104,669.0,6.4326923076923075,16.155052366146943,83.65384615384616,0.057692307692307696,52,6.117647058823529,0.18452009893623444,Intermittent,39.35294117647059,17.42462760172577,42,SUP-107,47.48,2468.96,8.083707025411062,Overstocked / slow-moving
CB-1140,Molded Case,104,3046.0,29.28846153846154,10.793447380147867,0.0,0.0673076923076923,47,1.0,0.13450273740918953,Smooth,29.28846153846154,10.793447380147867,42,SUP-108,19.37,910.3900000000001,1.6047275114904793,Reasonably balanced
CB-1141,Trip Unit,104,3664.0,35.23076923076923,14.24421583799657,0.0,0.028846153846153848,0,1.0,0.16189622623519764,Smooth,35.23076923076923,14.24421583799657,14,SUP-109,102.78,0.0,0.0,Reasonably balanced
CB-1142,Terminal Block,104,6837.0,65.74038461538461,24.863899510731642,0.0,0.009615384615384616,200,1.0,0.14166999806972225,Smooth,65.74038461538461,24.863899510731642,14,SUP-110,85.21,17042.0,3.04227000146263,Reasonably balanced
CB-1143,Contact Assembly,104,3808.5,36.62019230769231,15.986112782800147,0.0,0.057692307692307696,70,1.0,0.18873323731944378,Smooth,36.62019230769231,15.986112782800147,35,SUP-111,144.37,10105.9,1.9115137193120653,Reasonably balanced
CB-1144,Molded Case,104,3236.0,31.115384615384617,10.942309168896763,0.0,0.07692307692307693,44,1.0,0.12248178327560309,Smooth,31.115384615384617,10.942309168896763,35,SUP-100,108.93,4792.92,1.4140914709517922,Reasonably balanced
CB-1145,Trip Unit,104,504.0,4.846153846153846,13.047909649768759,82.6923076923077,0.0673076923076923,0,5.777777777777778,0.41567460317460314,Intermittent,28.0,18.575759029698133,42,SUP-101,23.29,0.0,0.0,Reasonably balanced
CB-1146,Terminal Block,104,9921.0,95.39423076923077,18.215227956290487,0.0,0.009615384615384616,16,1.0,0.03611011620366564,Smooth,95.39423076923077,18.215227956290487,7,SUP-102,119.27,1908.32,0.16772502771897993,Reasonably balanced
CB-1147,Contact Assembly,104,4759.0,45.75961538461539,8.406533742237203,0.0,0.07692307692307693,29,1.0,0.03342512771832633,Smooth,45.75961538461539,8.406533742237203,42,SUP-103,121.64,3527.56,0.6337465854171044,Reasonably balanced
CB-1148,Molded Case,104,5489.0,52.77884615384615,9.179923991022797,0.0,0.0673076923076923,174,1.0,0.029961411751773314,Smooth,52.77884615384615,9.179923991022797,35,SUP-104,161.96,28181.04,3.2967753689196577,Reasonably balanced
CB-1149,Trip Unit,104,821.0,7.894230769230769,16.672119782538626,77.88461538461539,0.10576923076923077,0,4.521739130434782,0.19807697157888016,Intermittent,35.69565217391305,16.243697470400065,28,SUP-105,67.14,0.0,0.0,Reasonably balanced
CB-1150,Terminal Block,104,10152.0,97.61538461538461,18.425029247283618,0.0,0.009615384615384616,276,1.0,0.035284479691199674,Smooth,97.61538461538461,18.425029247283618,14,SUP-106,30.48,8412.48,2.8274231678487,Reasonably balanced
CB-1151,Contact Assembly,104,10216.5,98.23557692307692,18.566719982971257,0.0,0.009615384615384616,38,1.0,0.03537827557387838,Smooth,98.23557692307692,18.566719982971257,7,SUP-107,80.23,3048.7400000000002,0.38682523369059857,Reasonably balanced
CB-1152,Molded Case,104,8671.0,83.375,15.356088890710984,0.0,0.09615384615384616,84,1.0,0.03359645284035413,Smooth,83.375,15.356088890710984,42,SUP-108,132.02,11089.68,1.0074962518740629,Reasonably balanced
CB-1153,Trip Unit,104,4389.0,42.20192307692308,17.57170044304321,0.0,0.07692307692307693,80,1.0,0.17169869099933494,Smooth,42.20192307692308,17.57170044304321,42,SUP-109,141.0,11280.0,1.895648211437685,Reasonably balanced
CB-1154,Terminal Block,104,9394.0,90.32692307692308,32.29639503393839,0.0,0.08653846153846154,47,1.0,0.12661278139068285,Smooth,90.32692307692308,32.29639503393839,42,SUP-110,69.3,3257.1,0.5203321268895039,Reasonably balanced
CB-1155,Contact Assembly,104,867.0,8.336538461538462,16.802456233367625,74.03846153846155,0.10576923076923077,33,3.8518518518518516,0.3041151327211119,Intermittent,32.111111111111114,18.045526471705546,7,SUP-111,171.34,5654.22,3.958477508650519,Reasonably balanced
CB-1156,Molded Case,104,5432.0,52.23076923076923,9.588859605226927,0.0,0.0673076923076923,168,1.0,0.033379894629761785,Smooth,52.23076923076923,9.588859605226927,35,SUP-100,153.47,25782.96,3.2164948453608244,Reasonably balanced
CB-1157,Trip Unit,104,3576.0,34.38461538461539,13.62629360906838,0.0,0.009615384615384616,98,1.0,0.155536036915254,Smooth,34.38461538461539,13.62629360906838,7,SUP-101,106.92,10478.16,2.850111856823266,Reasonably balanced
CB-1158,Terminal Block,104,3291.0,31.64423076923077,10.890378999022259,0.0,0.0,27,1.0,0.11730074960198715,Smooth,31.64423076923077,10.890378999022259,7,SUP-102,4.68,126.35999999999999,0.853236098450319,Reasonably balanced
CB-1159,Contact Assembly,104,5807.0,55.83653846153846,20.549306357756073,0.9615384615384616,0.0673076923076923,14,1.0097087378640777,0.12323570814355068,Smooth,56.37864077669903,19.888471636019503,35,SUP-103,54.93,769.02,0.25073187532288616,Reasonably balanced
CB-1160,Molded Case,104,5579.0,53.64423076923077,19.58646167524746,0.0,0.07692307692307693,86,1.0,0.1320291463767301,Smooth,53.64423076923077,19.58646167524746,35,SUP-104,81.01,6966.860000000001,1.603154687219932,Reasonably balanced
CB-1161,Trip Unit,104,10856.0,104.38461538461539,17.297683605126494,0.0,0.04807692307692308,234,1.0,0.027196110237101324,Smooth,104.38461538461539,17.297683605126494,28,SUP-105,141.18,33036.12,2.2417096536477525,Reasonably balanced
CB-1162,Terminal Block,104,12614.0,121.28846153846153,23.324504001812038,0.0,0.07692307692307693,120,1.0,0.03662602142190824,Smooth,121.28846153846153,23.324504001812038,42,SUP-106,179.47,21536.4,0.9893768828286031,Reasonably balanced
CB-1163,Contact Assembly,104,1121.0,10.778846153846153,17.810194926387172,67.3076923076923,0.07692307692307693,87,3.0588235294117645,0.21090271605016864,Intermittent,32.970588235294116,15.36916490725908,35,SUP-107,151.05,13141.35,8.07136485280999,Overstocked / slow-moving
CB-1164,Molded Case,104,5610.0,53.94230769230769,9.119303034044673,0.0,0.0,204,1.0,0.028305324398435448,Smooth,53.94230769230769,9.119303034044673,14,SUP-108,179.84,36687.36,3.7818181818181817,Reasonably balanced
CB-1165,Trip Unit,104,8703.0,83.6826923076923,32.366908794540684,0.0,0.0,285,1.0,0.14816139043422938,Smooth,83.6826923076923,32.366908794540684,7,SUP-109,18.55,5286.75,3.405722164770769,Reasonably balanced
CB-1166,Terminal Block,104,681.0,6.548076923076923,15.456094915996017,80.76923076923077,0.09615384615384616,56,5.2,0.25344735758289294,Intermittent,34.05,17.587301040658193,28,SUP-110,7.65,428.40000000000003,8.552129221732745,Overstocked / slow-moving
CB-1167,Contact Assembly,104,5047.0,48.52884615384615,8.325836184448761,0.0,0.028846153846153848,29,1.0,0.02915141753116111,Smooth,48.52884615384615,8.325836184448761,21,SUP-111,140.38,4071.02,0.5975827224093521,Reasonably balanced
CB-1168,Molded Case,104,5960.0,57.30769230769231,10.941217094823443,0.0,0.0,11,1.0,0.03610017566776271,Smooth,57.30769230769231,10.941217094823443,7,SUP-100,164.14,1805.54,0.19194630872483223,Reasonably balanced
CB-1169,Trip Unit,104,5691.0,54.72115384615385,21.962216774406098,1.9230769230769231,0.11538461538461539,93,1.0196078431372548,0.1372325621742549,Smooth,55.794117647058826,20.770951839115458,42,SUP-101,3.46,321.78,1.6995255666842382,Chronic stockouts
CB-1170,Terminal Block,104,10504.5,101.0048076923077,18.48175368789808,0.0,0.0,293,1.0,0.03315936071596631,Smooth,101.0048076923077,18.48175368789808,7,SUP-102,110.05,32244.649999999998,2.900852015802751,Reasonably balanced
CB-1171,Contact Assembly,104,1032.0,9.923076923076923,17.271499790224766,68.26923076923077,0.1346153846153846,0,3.1515151515151514,0.2693404092302145,Intermittent,31.272727272727273,16.481566838578953,42,SUP-103,153.27,0.0,0.0,Chronic stockouts
CB-1172,Molded Case,104,12358.0,118.82692307692308,23.276073096425478,0.0,0.019230769230769232,28,1.0,0.03800087590267385,Smooth,118.82692307692308,23.276073096425478,14,SUP-104,144.67,4050.7599999999998,0.23563683443922964,Reasonably balanced
CB-1173,Trip Unit,104,1236.0,11.884615384615385,19.77853484531485,66.34615384615384,0.038461538461538464,37,2.9714285714285715,0.2596550622636964,Intermittent,35.31428571428572,18.257587348779666,7,SUP-105,126.42,4677.54,3.1132686084142396,Reasonably balanced
CB-1174,Terminal Block,104,836.0,8.038461538461538,16.10760121891626,74.03846153846155,0.09615384615384616,50,3.8518518518518516,0.29202055813740535,Intermittent,30.962962962962962,17.05078721729131,35,SUP-106,9.63,481.50000000000006,6.220095693779904,Overstocked / slow-moving
CB-1175,Contact Assembly,104,6930.0,66.63461538461539,12.53272043109687,0.0,0.0,261,1.0,0.03503440923354343,Smooth,66.63461538461539,12.53272043109687,7,SUP-107,92.05,24025.05,3.916883116883117,Reasonably balanced
CB-1176,Molded Case,104,5997.0,57.66346153846154,22.18790476810522,0.0,0.0,35,1.0,0.14663412524449096,Smooth,57.66346153846154,22.18790476810522,7,SUP-108,114.33,4001.5499999999997,0.6069701517425379,Reasonably balanced
CB-1177,Trip Unit,104,569.0,5.471153846153846,13.99233960378864,82.6923076923077,0.08653846153846154,0,5.777777777777778,0.29423247395455293,Intermittent,31.61111111111111,17.643992108259962,21,SUP-109,132.9,0.0,0.0,Reasonably balanced
CB-1178,Terminal Block,104,9662.0,92.90384615384616,17.694423031642014,0.0,0.0,377,1.0,0.035926036742368134,Smooth,92.90384615384616,17.694423031642014,7,SUP-110,50.56,19061.120000000003,4.05795901469675,Reasonably balanced
CB-1179,Contact Assembly,104,5543.0,53.29807692307692,20.7551045576241,0.0,0.0673076923076923,105,1.0,0.15018641751502182,Smooth,53.29807692307692,20.7551045576241,28,SUP-111,111.05,11660.25,1.9700523182392207,Reasonably balanced
CB-1180,Molded Case,104,9318.0,89.59615384615384,15.695846479689004,0.0,0.09615384615384616,84,1.0,0.03039447429985818,Smooth,89.59615384615384,15.695846479689004,42,SUP-100,111.89,9398.76,0.9375402446877013,Reasonably balanced
CB-1181,Trip Unit,104,7950.0,76.4423076923077,12.803084369796771,0.0,0.009615384615384616,217,1.0,0.027782128871484506,Smooth,76.4423076923077,12.803084369796771,14,SUP-101,128.45,27873.649999999998,2.83874213836478,Reasonably balanced
CB-1182,Terminal Block,104,9992.0,96.07692307692308,16.960085814316415,0.0,0.07692307692307693,66,1.0,0.03086183919112872,Smooth,96.07692307692308,16.960085814316415,42,SUP-102,18.78,1239.48,0.6869495596477182,Reasonably balanced
CB-1183,Contact Assembly,104,8500.0,81.73076923076923,14.362323127409836,0.0,0.009615384615384616,40,1.0,0.030583141868512114,Smooth,81.73076923076923,14.362323127409836,21,SUP-103,83.89,3355.6,0.4894117647058824,Reasonably balanced
CB-1184,Molded Case,104,712.0,6.846153846153846,15.03895861838898,76.92307692307693,0.0673076923076923,47,4.333333333333333,0.3336384294912258,Intermittent,29.666666666666668,17.504450779771673,42,SUP-104,115.46,5426.62,6.865168539325843,Overstocked / slow-moving
CB-1185,Trip Unit,104,7244.0,69.65384615384616,27.13961359047286,0.0,0.0,43,1.0,0.15035608211796062,Smooth,69.65384615384616,27.13961359047286,21,SUP-105,170.42,7328.0599999999995,0.6173384870237437,Reasonably balanced
CB-1186,Terminal Block,104,10355.0,99.5673076923077,18.122433891639204,0.0,0.0,251,1.0,0.032809786616635285,Smooth,99.5673076923077,18.122433891639204,7,SUP-106,105.1,26380.1,2.5209077740222114,Reasonably balanced
CB-1187,Contact Assembly,104,4650.5,44.71634615384615,17.733157525950624,0.9615384615384616,0.028846153846153848,65,1.0097087378640777,0.14464247318021006,Smooth,45.150485436893206,17.25555252373263,14,SUP-107,169.46,11014.9,1.45360713901731,Reasonably balanced
CB-1188,Molded Case,104,9528.0,91.61538461538461,17.213286633988254,0.0,0.04807692307692308,200,1.0,0.03496187118473916,Smooth,91.61538461538461,17.213286633988254,28,SUP-108,92.73,18546.0,2.18303946263644,Reasonably balanced
CB-1189,Trip Unit,104,10378.0,99.78846153846153,18.33807280264236,0.0,0.0673076923076923,47,1.0,0.03344649526748049,Smooth,99.78846153846153,18.33807280264236,42,SUP-109,23.66,1112.02,0.4709963384081712,Reasonably balanced
CB-1190,Terminal Block,104,4922.0,47.32692307692308,8.889223657707339,0.0,0.009615384615384616,164,1.0,0.03493936535512714,Smooth,47.32692307692308,8.889223657707339,21,SUP-110,51.86,8505.039999999999,3.4652580251930107,Reasonably balanced
CB-1191,Contact Assembly,104,12631.0,121.45192307692308,21.91150773048608,0.0,0.057692307692307696,149,1.0,0.03223588653785378,Smooth,121.45192307692308,21.91150773048608,28,SUP-111,110.95,16531.55,1.2268228960494023,Reasonably balanced
CB-1192,Molded Case,104,5258.0,50.55769230769231,18.874046969099787,0.0,0.019230769230769232,86,1.0,0.13802554270396855,Smooth,50.55769230769231,18.874046969099787,21,SUP-100,75.6,6501.599999999999,1.701027006466337,Reasonably balanced
CB-1193,Trip Unit,104,7242.5,69.63942307692308,12.25764210422178,0.0,0.08653846153846154,34,1.0,0.030683678937026605,Smooth,69.63942307692308,12.25764210422178,42,SUP-101,106.92,3635.28,0.4882292026234035,Reasonably balanced
CB-1194,Terminal Block,104,12584.0,121.0,20.718173627195092,0.0,0.009615384615384616,424,1.0,0.029035952777500488,Smooth,121.0,20.718173627195092,14,SUP-102,8.9,3773.6000000000004,3.5041322314049586,Reasonably balanced
CB-1195,Contact Assembly,104,11113.0,106.85576923076923,18.838309588187663,0.0,0.038461538461538464,439,1.0,0.030781642851840894,Smooth,106.85576923076923,18.838309588187663,21,SUP-103,42.54,18675.06,4.108341581931072,Reasonably balanced
CB-1196,Molded Case,104,8996.0,86.5,35.154582349875454,0.0,0.038461538461538464,55,1.0,0.16358201589916652,Smooth,86.5,35.154582349875454,21,SUP-104,102.92,5660.6,0.6358381502890174,Reasonably balanced
CB-1197,Trip Unit,104,5413.0,52.04807692307692,19.863798269786248,0.0,0.038461538461538464,184,1.0,0.14425108945836515,Smooth,52.04807692307692,19.863798269786248,28,SUP-105,118.31,21769.04,3.535193053759468,Reasonably balanced
CB-1198,Terminal Block,104,12751.0,122.60576923076923,23.113656816725776,0.0,0.04807692307692308,288,1.0,0.035198114035487775,Smooth,122.60576923076923,23.113656816725776,28,SUP-106,142.27,40973.76,2.3489922359030664,Reasonably balanced
CB-1199,Contact Assembly,104,2470.0,23.75,9.754013363689282,0.9615384615384616,0.028846153846153848,36,1.0097087378640777,0.1558271730400433,Smooth,23.980582524271846,9.512613486503756,14,SUP-107,113.62,4090.32,1.5157894736842106,Reasonably balanced
CB-1200,Molded Case,104,9319.0,89.60576923076923,16.343056641075837,0.0,0.038461538461538464,360,1.0,0.03294568276470661,Smooth,89.60576923076923,16.343056641075837,21,SUP-108,93.51,33663.6,4.017598454769825,Reasonably balanced
