sku_id,week_ahead,forecast_qty
CB-1146,4,111.81
CB-1146,5,114.53
CB-1146,6,117.19
CB-1146,7,119.75
CB-1146,8,122.17
CB-1147,1,48.11
CB-1147,2,49.41
CB-1147,3,50.73
CB-1147,4,52.07
CB-1147,5,53.4
CB-1147,6,54.7
CB-1147,7,55.95
CB-1147,8,57.15
CB-1148,1,55.97
CB-1148,2,57.48
CB-1148,3,59.03
CB-1148,4,60.59
CB-1148,5,62.13
CB-1148,6,63.65
CB-1148,7,65.12
CB-1148,8,66.51
CB-1149,1,7.18
CB-1149,2,7.18
CB-1149,3,7.18
CB-1149,4,7.18
CB-1149,5,7.18
CB-1149,6,7.18
CB-1149,7,7.18
CB-1149,8,7.18
CB-1150,1,108.15
CB-1150,2,111.36
CB-1150,3,114.57
CB-1150,4,117.74
CB-1150,5,120.86
CB-1150,6,123.87
CB-1150,7,126.75
CB-1150,8,129.45
CB-1151,1,105.14
CB-1151,2,107.95
CB-1151,3,110.82
CB-1151,4,113.71
CB-1151,5,116.59
CB-1151,6,119.4
CB-1151,7,122.11
CB-1151,8,124.68
CB-1152,1,89.48
CB-1152,2,91.79
CB-1152,3,94.14
CB-1152,4,96.51
CB-1152,5,98.86
CB-1152,6,101.16
CB-1152,7,103.37
CB-1152,8,105.45
CB-1153,1,43.38
CB-1153,2,44.52
CB-1153,3,45.67
CB-1153,4,46.82
CB-1153,5,47.97
CB-1153,6,49.1
CB-1153,7,50.18
CB-1153,8,51.2
CB-1154,1,102.21
CB-1154,2,105.08
CB-1154,3,108.0
CB-1154,4,110.95
CB-1154,5,113.89
CB-1154,6,116.77
CB-1154,7,119.57
CB-1154,8,122.22
CB-1155,1,5.57
CB-1155,2,5.57
CB-1155,3,5.57
CB-1155,4,5.57
CB-1155,5,5.57
CB-1155,6,5.57
CB-1155,7,5.57
CB-1155,8,5.57
CB-1156,1,54.02
CB-1156,2,55.47
CB-1156,3,56.94
CB-1156,4,58.42
CB-1156,5,59.89
CB-1156,6,61.33
CB-1156,7,62.72
CB-1156,8,64.04
CB-1157,1,38.22
CB-1157,2,39.28
CB-1157,3,40.37
CB-1157,4,41.46
CB-1157,5,42.55
CB-1157,6,43.62
CB-1157,7,44.65
CB-1157,8,45.64
CB-1158,1,31.52
CB-1158,2,32.33
CB-1158,3,33.16
CB-1158,4,34.0
CB-1158,5,34.82
CB-1158,6,35.63
CB-1158,7,36.41
CB-1158,8,37.15
CB-1159,1,65.56
CB-1159,2,67.44
CB-1159,3,69.36
CB-1159,4,71.29
CB-1159,5,73.22
CB-1159,6,75.12
CB-1159,7,76.96
CB-1159,8,78.72
CB-1160,1,56.21
CB-1160,2,57.69
CB-1160,3,59.2
CB-1160,4,60.72
CB-1160,5,62.22
CB-1160,6,63.68
CB-1160,7,65.09
CB-1160,8,66.41
CB-1161,1,111.88
CB-1161,2,114.94
CB-1161,3,118.05
CB-1161,4,121.19
CB-1161,5,124.31
CB-1161,6,127.38
CB-1161,7,130.34
CB-1161,8,133.14
CB-1162,1,127.34
CB-1162,2,130.64
CB-1162,3,133.99
CB-1162,4,137.36
CB-1162,5,140.7
CB-1162,6,143.97
CB-1162,7,147.12
CB-1162,8,150.08
CB-1163,1,11.65
CB-1163,2,11.65
CB-1163,3,11.65
CB-1163,4,11.65
CB-1163,5,11.65
CB-1163,6,11.65
CB-1163,7,11.65
CB-1163,8,11.65
CB-1164,1,57.32
CB-1164,2,58.88
CB-1164,3,60.47
CB-1164,4,62.07
CB-1164,5,63.66
CB-1164,6,65.22
CB-1164,7,66.73
CB-1164,8,68.16
CB-1165,1,81.25
CB-1165,2,83.35
CB-1165,3,85.49
CB-1165,4,87.64
CB-1165,5,89.78
CB-1165,6,91.86
CB-1165,7,93.87
CB-1165,8,95.76
CB-1166,1,8.13
CB-1166,2,8.13
CB-1166,3,8.13
CB-1166,4,8.13
CB-1166,5,8.13
CB-1166,6,8.13
CB-1166,7,8.13
CB-1166,8,8.13
CB-1167,1,51.73
CB-1167,2,53.14
CB-1167,3,54.58
CB-1167,4,56.03
CB-1167,5,57.47
CB-1167,6,58.88
CB-1167,7,60.24
CB-1167,8,61.54
CB-1168,1,60.52
CB-1168,2,62.16
CB-1168,3,63.83
CB-1168,4,65.52
CB-1168,5,67.2
CB-1168,6,68.84
CB-1168,7,70.43
CB-1168,8,71.94
CB-1169,1,53.47
CB-1169,2,54.85
CB-1169,3,56.26
CB-1169,4,57.67
CB-1169,5,59.08
CB-1169,6,60.45
CB-1169,7,61.77
CB-1169,8,63.02
CB-1170,1,109.0
CB-1170,2,111.99
CB-1170,3,115.03
CB-1170,4,118.1
CB-1170,5,121.16
CB-1170,6,124.16
CB-1170,7,127.05
CB-1170,8,129.8
CB-1171,1,10.83
CB-1171,2,10.83
CB-1171,3,10.83
CB-1171,4,10.83
CB-1171,5,10.83
CB-1171,6,10.83
CB-1171,7,10.83
CB-1171,8,10.83
CB-1172,1,126.75
CB-1172,2,130.21
CB-1172,3,133.73
CB-1172,4,137.29
CB-1172,5,140.82
CB-1172,6,144.29
CB-1172,7,147.63
CB-1172,8,150.81
CB-1173,1,11.45
CB-1173,2,11.45
CB-1173,3,11.45
CB-1173,4,11.45
CB-1173,5,11.45
CB-1173,6,11.45
CB-1173,7,11.45
CB-1173,8,11.45
CB-1174,1,4.97
CB-1174,2,4.97
CB-1174,3,4.97
CB-1174,4,4.97
CB-1174,5,4.97
CB-1174,6,4.97
CB-1174,7,4.97
CB-1174,8,4.97
CB-1175,1,69.7
CB-1175,2,71.56
CB-1175,3,73.44
CB-1175,4,75.33
CB-1175,5,77.19
CB-1175,6,79.01
CB-1175,7,80.76
CB-1175,8,82.4
CB-1176,1,61.89
CB-1176,2,63.51
CB-1176,3,65.16
CB-1176,4,66.82
CB-1176,5,68.46
CB-1176,6,70.06
CB-1176,7,71.6
CB-1176,8,73.06
CB-1177,1,4.18
CB-1177,2,4.18
CB-1177,3,4.18
CB-1177,4,4.18
CB-1177,5,4.18
CB-1177,6,4.18
CB-1177,7,4.18
CB-1177,8,4.18
CB-1178,1,99.68
CB-1178,2,102.41
CB-1178,3,105.19
CB-1178,4,107.99
CB-1178,5,110.78
CB-1178,6,113.52
CB-1178,7,116.16
CB-1178,8,118.67
CB-1179,1,61.75
CB-1179,2,63.5
CB-1179,3,65.29
CB-1179,4,67.1
CB-1179,5,68.9
CB-1179,6,70.67
CB-1179,7,72.38
CB-1179,8,74.01
CB-1180,1,97.13
CB-1180,2,99.8
CB-1180,3,102.52
CB-1180,4,105.26
CB-1180,5,107.99
CB-1180,6,110.67
CB-1180,7,113.26
CB-1180,8,115.72
CB-1181,1,83.95
CB-1181,2,86.32
CB-1181,3,88.72
CB-1181,4,91.14
CB-1181,5,93.53
CB-1181,6,95.87
CB-1181,7,98.12
CB-1181,8,100.25
CB-1182,1,100.28
CB-1182,2,102.96
CB-1182,3,105.69
CB-1182,4,108.44
CB-1182,5,111.17
CB-1182,6,113.85
CB-1182,7,116.43
CB-1182,8,118.87
CB-1183,1,86.52
CB-1183,2,88.87
CB-1183,3,91.26
CB-1183,4,93.68
CB-1183,5,96.08
CB-1183,6,98.43
CB-1183,7,100.7
CB-1183,8,102.86
CB-1184,1,8.61
CB-1184,2,8.61
CB-1184,3,8.61
CB-1184,4,8.61
CB-1184,5,8.61
CB-1184,6,8.61
CB-1184,7,8.61
CB-1184,8,8.61
CB-1185,1,67.69
CB-1185,2,69.44
CB-1185,3,71.22
CB-1185,4,73.02
CB-1185,5,74.79
CB-1185,6,76.53
CB-1185,7,78.2
CB-1185,8,79.78
CB-1186,1,103.55
CB-1186,2,106.25
CB-1186,3,109.0
CB-1186,4,111.76
CB-1186,5,114.5
CB-1186,6,117.17
CB-1186,7,119.74
CB-1186,8,122.16
CB-1187,1,43.36
CB-1187,2,44.48
CB-1187,3,45.62
CB-1187,4,46.77
CB-1187,5,47.91
CB-1187,6,49.02
CB-1187,7,50.09
CB-1187,8,51.1
CB-1188,1,96.84
CB-1188,2,99.47
CB-1188,3,102.15
CB-1188,4,104.85
CB-1188,5,107.54
CB-1188,6,110.17
CB-1188,7,112.72
CB-1188,8,115.13
CB-1189,1,104.68
CB-1189,2,107.51
CB-1189,3,110.39
CB-1189,4,113.29
CB-1189,5,116.18
CB-1189,6,119.02
CB-1189,7,121.75
CB-1189,8,124.34
CB-1190,1,49.45
CB-1190,2,50.79
CB-1190,3,52.14
CB-1190,4,53.49
CB-1190,5,54.83
CB-1190,6,56.13
CB-1190,7,57.37
CB-1190,8,58.55
CB-1191,1,127.05
CB-1191,2,130.48
CB-1191,3,133.97
CB-1191,4,137.49
CB-1191,5,140.99
CB-1191,6,144.42
CB-1191,7,147.73
CB-1191,8,150.87
CB-1192,1,57.56
CB-1192,2,59.19
CB-1192,3,60.85
CB-1192,4,62.52
CB-1192,5,64.19
CB-1192,6,65.83
CB-1192,7,67.42
CB-1192,8,68.93
CB-1193,1,73.38
CB-1193,2,75.34
CB-1193,3,77.33
CB-1193,4,79.33
CB-1193,5,81.32
CB-1193,6,83.27
CB-1193,7,85.15
CB-1193,8,86.92
CB-1194,1,127.69
CB-1194,2,131.15
CB-1194,3,134.68
CB-1194,4,138.23
CB-1194,5,141.77
CB-1194,6,145.23
CB-1194,7,148.58
CB-1194,8,151.75
CB-1195,1,114.85
CB-1195,2,117.99
CB-1195,3,121.19
CB-1195,4,124.42
CB-1195,5,127.64
CB-1195,6,130.79
CB-1195,7,133.84
CB-1195,8,136.73
CB-1196,1,89.97
CB-1196,2,92.3
CB-1196,3,94.67
CB-1196,4,97.05
CB-1196,5,99.42
CB-1196,6,101.73
CB-1196,7,103.96
CB-1196,8,106.06
CB-1197,1,51.3
CB-1197,2,52.62
CB-1197,3,53.97
CB-1197,4,55.33
CB-1197,5,56.68
CB-1197,6,58.0
CB-1197,7,59.26
CB-1197,8,60.46
CB-1198,1,130.63
CB-1198,2,134.18
CB-1198,3,137.78
CB-1198,4,141.42
CB-1198,5,145.04
CB-1198,6,148.58
CB-1198,7,152.01
CB-1198,8,155.25
CB-1199,1,26.27
CB-1199,2,27.0
CB-1199,3,27.75
CB-1199,4,28.5
CB-1199,5,29.25
CB-1199,6,29.99
CB-1199,7,30.7
CB-1199,8,31.38
CB-1200,1,95.55
CB-1200,2,98.15
CB-1200,3,100.81
CB-1200,4,103.49
CB-1200,5,106.15
CB-1200,6,108.76
CB-1200,7,111.29
CB-1200,8,113.68
